"SearchQuery Report fixed 20260708a (2026-06-25 - 2026-07-08)"
CampaignName	AdGroupName	Query	Impressions	Clicks	Ctr	AvgCpc	Cost	Conversions
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки стекло металл	стеклянная межкомнатная перегородка распашные двери	1	0	0.00	--	0.00	0
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки стекло металл	стеклянная межкомнатная перегородка черная	1	0	0.00	--	0.00	0
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки стекло металл	стеклянная офисная перегородка	2	0	0.00	--	0.00	0
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки стекло металл	стеклянная панель на пол на заказ	2	0	0.00	--	0.00	0
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки стекло металл	стеклянная перегородка	16	0	0.00	--	0.00	0
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки стекло металл	стеклянная перегородка 100	1	0	0.00	--	0.00	0
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки стекло металл	стеклянная перегородка 2.5 м цена	1	0	0.00	--	0.00	0
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки стекло металл	стеклянная перегородка 3 метра высотой	1	0	0.00	--	0.00	0
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки стекло металл	стеклянная перегородка в гостиной для зонирования	1	0	0.00	--	0.00	0
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки стекло металл	стеклянная перегородка в зажимной профиль	1	0	0.00	--	0.00	0
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки стекло металл	стеклянная перегородка в квартиру	2	0	0.00	--	0.00	0
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки стекло металл	стеклянная перегородка в комнате	1	0	0.00	--	0.00	0
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки стекло металл	стеклянная перегородка в комнату	19	1	5.26	13.83	13.83	1
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки стекло металл	стеклянная перегородка в комнату для зонирования	7	1	14.29	72.33	72.33	1
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки стекло металл	стеклянная перегородка в комнату для зонирования раздвижная	2	0	0.00	--	0.00	0
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки стекло металл	стеклянная перегородка в комнату для зонирования раздвижная цена	1	0	0.00	--	0.00	0
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки стекло металл	стеклянная перегородка в комнату для зонирования стационарная	2	0	0.00	--	0.00	0
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки стекло металл	стеклянная перегородка в комнату с дверью в дмитрове	1	0	0.00	--	0.00	0
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки стекло металл	стеклянная перегородка в комнату чехов	1	0	0.00	--	0.00	0
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки стекло металл	стеклянная перегородка в коридоре	1	0	0.00	--	0.00	0
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки стекло металл	стеклянная перегородка в офис	3	0	0.00	--	0.00	0
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки стекло металл	стеклянная перегородка в офис 2 метра с дверью где заказать	1	0	0.00	--	0.00	0
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки стекло металл	стеклянная перегородка в офис для зонирования	2	0	0.00	--	0.00	0
[На заказ] Межкомнатные перегородки | ТГ | НБ=20т.р. | mCPC |	Перегородки стекло металл	стеклянная перегородка в офис для зонирования москва	1	0	0.00	--	0.00	0
